no,creation_date,q1_1,q1_2,q1_3_1,q1_3_2,q1_3_3,q1_3_3_r,q2_1,q2_2,q2_3_1,q2_3_2,q2_3_2_r,q2_3_3,q2_3_3_o,q2_4_1,q2_4_1_o,q2_4_2,q2_5_1,q2_5_1_o,q2_5_2,q2_5_2_o,q2_6_1,q2_6_2,q2_6_3,q2_6_3_o,q2_6_4,q2_6_5,q2_6_6,q2_6_6_o,q2_6_7,q2_6_8,q2_7_1,q2_7_1_o,q2_7_2,q2_7_2_o,q3_1,q3_2,q3_2_o,q3_3,q3_3_o,q4_1_1,q4_1_2,q4_1_3,q4_1_4,q4_2_1,q4_2_1_o,q4_2_2,q4_2_2_o,q4_3,q4_4_1,q4_4_2,q4_4_2_o,q4_4_3,q4_4_3_o,q4_5,q4_6_1,q4_6_2,q4_6_3,q4_6_4,q4_6_5,q4_6_6,q4_6_7,q4_6_8,q4_6_9,weight
4705,2018/6/5 下午 13:00:38.683000,2,4,2,1,2,2,1,2,200408,200706,95,2, ,7,1,2,60, ,1,",",2,2,98, ,98,98,"6,7",友人資助,98,98,4, ,6, ,3,5, ,"1,2", ,1,1,3,1,1, ,11, ,2,1,98, ,98, ,2,3,2,6,2,2,2,6,4,4,.855734965795008
2470,2018/6/14 上午 08:14:18.578000,1,6,2,2,2,4,2,3,199709,200307,91,1, ,1,98,2,30, ,2,",",2,2,98, ,98,98,"2,3,6,9",以房屋抵押貸款,1,98,1, ,4, ,1,"1,9,12",可以分享就學機構長期社會參與建立的社群網路,12,獎學金與助學金的資源不足，常常為生活經費不足愁苦，屢屢考慮暫停研究在外打工,1,2,1,98,1, ,11, ,4,1,98, ,98, ,1,1,4,2,1,2,2,1,3,2,.618759089369617
1343,2018/6/25 上午 07:45:43.329000,1,4,2,2,1,3,3,4,200909,201412,103,2, ,1,98,2,77, ,2,",",2,2,98, ,98,98,"3,4,6,7",另外投資,3,1,6, ,2, ,4,"2,10", ,"1,3,4", ,1,1,3,2,1, ,11, ,2,1,98, ,98, ,4,4,2,3,2,5,2,2,5,2,.906788007898831
609,2018/6/25 上午 10:48:17.309000,1,4,2,1,2,2,2,3,200508,201007,98,1, ,7,4,2,89,科技與社會,4,",",2,2,98, ,98,98,"1,3,4,6",另外的兼職工讀,3,99,7, ,4, ,2,"1,2", ,9, ,1,1,4,98,1, ,11, ,1,1,98, ,98, ,1,2,2,3,1,4,1,1,3,5,.0674710682120392
1687,2018/6/20 下午 19:17:12.130000,1,2,2,1,2,2,1,2,200009,200606,94,2, ,5,98,1,23, ,1,",",2,2,98, ,98,98,"3,4,6",打工,1,99,7, ,8, ,2,"2,3,9", ,5, ,1,1,4,98,4, ,41, ,3,1,98, ,98, ,2,98,98,98,98,98,98,2,5,98,1.10436053808195
3982,2018/6/5 下午 23:02:49.454000,1,4,2,1,2,2,1,2,200209,200905,97,2, ,1,98,1,22, ,1,",",1,2,98, ,98,98,"3,4,6",打工,2,99,4, ,1, ,2,"2,9,11", ,"4,5,6", ,1,1,4,98,1, ,11, ,2,1,98, ,98, ,1,1,2,3,1,3,3,2,3,3,1.4185914823124
2583,2018/6/14 上午 00:10:01.903000,2,3,2,1,2,2,1,1,200509,200806,96,2, ,7,1,1,73,教育學,1,",",1,2,98, ,98,98,"4,7",打工,98,98,4, ,6, ,1,"1,2,8", ,"6,7", ,3,98,98,98,98, ,98, ,98,98,98, ,98, ,1,3,3,6,1,2,1,1,1,5,.479000727244664
4410,2018/6/5 下午 15:13:23.215000,2,5,1,1,2,2,2,2,200204,200503,93,2, ,7,1,1,77, ,1,",",1,2,98, ,98,98,"2,4,6",打工,98,99,4, ,8, ,1,2, ,7, ,1,1,4,98,1, ,11, ,1,1,98, ,98, ,1,98,98,98,1,98,98,98,1,98,.786584691518251
1169,2018/6/25 上午 08:31:51.179000,1,6,2,1,2,2,2,3,199704,200201,90,1, ,7,1,1,71, ,1,",",1,2,98, ,98,98,"2,4",打工,98,99,4, ,1, ,1,"1,8,9", ,6, ,1,1,3,2,1, ,11, ,2,1,98, ,98, ,2,2,2,2,2,2,2,2,2,2,.98034695384337
1902,2018/6/15 上午 11:09:45.149000,1,8,2,2,1,3,6,6,199907,200407,92,2, ,7,1,2,73, ,1,",",2,2,98, ,98,98,"4,6,7",打工,98,98,2, ,4, ,1,13, , , ,1,2,1,98,1, ,11, ,2,1,98, ,98, ,1,1,1,1,1,1,1,1,1,3,.683191307973199
4734,2018/6/5 下午 12:34:38.228000,1,3,2,1,2,2,1,2,200902,201306,101,2, ,1,98,1,56, ,1,",",2,2,98, ,98,98,"2,3,4,6,7,10",生病住院的保險費,3,2,4, ,1, ,2,"2,8,9", ,12,雜事太多，如實驗室管理、經費報支、行政、公文往返等,1,1,4,98,1, ,11, ,1,1,98, ,98, ,1,1,4,6,1,6,1,1,4,5,.570532456055203
1766,2018/6/18 下午 18:01:56.515000,2,7,2,2,1,3,3,4,200007,200506,93,2, ,1,98,1,12, ,1,",",2,2,98, ,98,98,"3,7",先生薪資,4,98,4, ,7, ,1,"2,4,9", ,"6,7", ,1,2,2,98,1, ,11, ,3,1,98, ,98, ,3,2,2,3,2,2,2,2,4,4,.81843150328704
2221,2018/6/14 上午 10:52:36.146000,1,4,2,2,1,3,2,3,200709,201205,100,2, ,7,2,2,49,醫學倫理教育,2,",",2,2,98, ,98,98,"6,9",向銀行貸款,98,98,4, ,7, ,1,"7,9,11", ,4, ,1,1,2,98,5, ,51, ,1,1,98, ,98, ,2,2,2,2,2,2,2,1,4,2,1.41406822350408
4123,2018/6/5 下午 18:17:07.972000,2,5,1,1,2,2,2,3,200209,200706,95,1, ,5,98,1,60, ,99,",",1,2,98, ,98,98,"2,3,4",在大學兼課,2,99,4, ,9, ,2,"2,8,9", ,6, ,1,2,3,1,1, ,11, ,3,1,98, ,98, ,2,2,2,2,2,2,2,98,2,2,.419005986500578
4431,2018/6/5 下午 15:04:17.947000,1,3,2,1,2,2,1,2,200809,201401,102,2, ,1,98,2,60, ,1,",",2,2,98, ,98,98,"3,4",在其他大學兼課,4,99,7, ,1, ,2,"1,2,9", ,7, ,1,1,3,3,1, ,11, ,2,1,98, ,98, ,1,2,3,2,1,4,98,1,2,1,.722277282588566
2963,2018/6/13 下午 20:05:38.171000,1,3,2,1,2,2,1,2,200808,201401,102,2, ,1,98,2,60, ,1,",",1,2,98, ,98,98,"3,4",在其他學校兼課,4,99,3, ,1, ,1,"1,8,9", ,6, ,1,1,4,98,1, ,11, ,1,1,98, ,98, ,1,2,2,1,3,4,1,1,2,1,.722277282588566
1442,2018/6/25 上午 06:54:48.063000,1,3,2,2,2,4,1,2,200709,201206,100,2, ,1,98,1,20, ,1,",",2,2,98, ,98,98,"3,6",存款,2,98,4, ,1, ,2,"1,2,3", ,4, ,1,1,4,98,1, ,11, ,3,1,98, ,98, ,1,1,1,1,1,3,1,1,2,1,2.42596160767013
4269,2018/6/5 ?U?? 16:17:35.626000,1,5,2,1,2,2,1,2,199709,200410,93,1, ,1,98,1,15, ,1,",",2,2,98, ,98,98,"3,4,9",助學貸款,2,1,7, ,9, ,3,"8,9,10", ,"2,3,6", ,1,2,4,98,3, ,32, ,1,1,98, ,98, ,2,2,3,3,2,3,2,2,4,3,.504550822604822
144,2018/6/25 下午 16:33:45.003000,2,4,1,1,2,2,1,2,200209,200907,97,2, ,5,98,1,77, ,1,",",1,2,98, ,98,98,"3,5,9",助學貸款,2,98,4, ,8, ,3,"2,3,9", ,1, ,1,1,4,98,3, ,31, ,3,2,1, ,11, ,3,3,3,1,1,3,3,1,1,6,.552275066737293
4560,2018/6/5 下午 14:17:21.471000,2,5,2,1,2,2,1,2,199609,200206,90,2, ,1,98,1,60, ,1,",",1,2,98, ,98,98,"3,4,9",助學貸款,2,2,4, ,8, ,2,"1,2,3", ,10, ,1,1,4,98,1, ,11, ,2,1,98, ,98, ,1,98,98,98,1,98,98,98,1,98,.644198336938997
1227,2018/6/25 上午 08:18:07.529000,2,4,2,1,2,2,2,3,200509,201004,98,2, ,2,98,1,65, ,1,",",2,2,98, ,98,98,"3,4,6,9",助學貸款,2,1,4, ,8, ,3,"8,9", ,"5,6,11", ,1,1,4,98,1, ,11, ,3,1,98, ,98, ,2,3,3,3,2,2,2,3,2,2,.774578695131733
408,2018/6/25 下午 12:29:09.823000,2,4,2,1,2,2,1,3,199509,200506,93,1, ,3,98,1,60, ,1,",",1,2,98, ,98,98,"3,6,9",助學貸款,2,98,1, ,4, ,2,1, ,"4,6", ,1,2,4,98,1, ,12, ,2,1,98, ,98, ,2,2,98,98,2,98,98,98,98,98,.694670770120226
722,2018/6/25 上午 10:12:37.360000,1,4,2,1,2,2,1,2,200309,200807,96,2, ,1,98,2,20, ,1,",",2,2,98, ,98,98,10,忘了。,98,98,4, ,1, ,1,"1,2,9", ,12,無。,1,1,4,98,1, ,11, ,1,1,98, ,98, ,1,1,98,98,1,98,98,98,98,98,1.41954173735271
318,2018/6/25 下午 13:45:43.751000,2,5,2,2,1,3,1,3,200109,200706,95,2, ,5,98,1,77, ,1,",",1,2,98, ,98,98,"2,4,6",扶輪社獎助學金,98,2,4, ,8, ,1,"1,2,5", ,12,無特別不滿意之處,1,1,2,98,1, ,11, ,3,1,98, ,98, ,2,1,3,6,1,3,1,2,1,3,.60916228358405
3755,2018/6/6 下午 16:18:38.065000,1,6,2,1,2,2,3,4,199908,200501,93,1, ,3,98,2,75,地理,2,",",2,2,98, ,98,98,4,尚有民間工作報酬,98,1,4, ,3, ,4,"2,9,12",指導教授關懷與生活協助,12,教師間惡鬥產生選擇指導教授困難,2,98,98,98,98, ,98, ,98,98,98, ,98, ,3,3,3,2,3,3,3,2,3,3,1.33927959582372
4077,2018/6/5 下午 19:34:37.451000,1,7,2,2,1,3,4,5,200208,200612,95,2, ,7,1,2,70, ,1,",",2,2,98, ,98,98,"2,6,7",所服務的學校提供在職進修獎助,98,98,6, ,7, ,1,"1,2,9", ,"4,6", ,1,1,2,98,1, ,11, ,2,1,98, ,98, ,1,98,98,98,98,98,1,1,98,98,1.0952153592647
1819,2018/6/16 下午 15:03:19.921000,1,5,2,1,2,2,1,2,199909,200306,91,2, ,5,98,1,60, ,1,",",1,2,98, ,98,98,4,於高中及大學兼課,98,99,4, ,6, ,2,"2,8,9", ,"7,10,11", ,1,1,3,1,1, ,11, ,3,1,98, ,98, ,1,2,3,2,1,3,1,2,2,3,.528318561951035
3942,2018/6/6 上午 06:53:43.537000,1,7,2,2,1,3,3,4,199708,200105,89,2, ,7,1,2,65, ,1,",",2,2,98, ,98,98,"3,6,7,9",朋友支助和銀行貸款,4,98,1, ,8, ,1,13, , , ,1,1,4,98,1, ,11, ,1,1,98, ,98, ,1,1,1,1,1,1,1,1,1,3,.807981865908882
854,2018/6/25 上午 09:44:07.737000,2,5,1,1,2,2,2,2,200009,200407,92,2, ,7,99,1,45, ,99,",",2,2,98, ,98,98,"3,6",服務機構部份薪資,4,98,4, ,5, ,1,"1,2,9", ,12,無,1,1,4,98,1, ,11, ,2,1,98, ,98, ,1,1,2,2,1,1,1,1,1,1,.470525991004408
121,2018/6/25 下午 17:12:09.642000,2,6,2,2,1,3,2,4,200009,201001,98,1, ,1,98,2,15, ,1,",",2,2,98, ,98,98,"2,6",前兩年工作單位補助   之後自付,98,98,1, ,6, ,2,"1,11", ,12,無,1,1,1,98,1, ,11, ,3,1,98, ,98, ,2,2,3,2,1,2,2,2,1,6,1.08257144936372
3,2018/6/25 下午 22:26:40.574000,2,5,2,2,2,4,1,2,199810,200305,91,2, ,7,1,2,60, ,1,",",1,2,98, ,98,98,9,借款,98,98,4, ,7, ,6,9, ,7, ,3,98,98,98,98, ,98, ,98,98,98, ,98, ,2,98,98,98,1,98,1,1,98,98,.616675952263516
1624,2018/6/25 上午 01:08:02.915000,1,4,1,1,2,2,1,3,200408,201306,101,1, ,1,98,2,62, ,1,",",1,2,98, ,98,98,"3,4,9",借貸,1,2,1, ,4, ,3,"7,8,9", ,"1,2,3", ,1,1,3,3,1, ,11, ,1,1,98, ,98, ,2,1,3,1,1,3,3,3,5,3,1.35626575079789
2609,2018/6/13 下午 23:35:16.215000,1,3,1,1,2,2,1,2,200909,201412,103,2, ,3,98,1,60, ,1,",",1,2,98, ,98,98,"7,10",兼任教師,98,98,4, ,1, ,2,"1,2,9", ,"4,5,11", ,1,3,98,98,1, ,11, ,4,1,98, ,98, ,3,3,4,2,2,3,3,3,1,3,.863685941291006
374,2018/6/25 下午 12:59:26.899000,2,4,2,1,2,2,1,2,199909,200307,91,2, ,1,98,2,60, ,1,",",1,2,98, ,98,98,"6,10",兼任教職,98,98,4, ,1, ,1,"1,2,9", ,"4,6", ,1,2,3,1,1, ,11, ,3,1,98, ,98, ,1,3,2,1,1,3,5,2,2,6,.385050484783753
4453,2018/6/5 下午 14:53:05.508000,2,4,2,2,1,3,1,2,200009,200606,94,2, ,5,98,1,64, ,1,",",2,2,98, ,98,98,"2,3,4,10",兼任講師,3,1,3, ,1, ,2,"1,8,9", ,"6,7,10", ,1,2,4,98,1, ,12, ,1,1,98, ,98, ,1,1,2,1,1,1,1,2,3,3,.780464935406096
1286,2018/6/25 上午 08:03:04.365000,1,2,1,1,2,2,1,1,201008,201507,103,2, ,1,98,1,11, ,1,",",1,2,98, ,98,98,"2,3,10",兼任講師,3,98,1, ,3, ,2,"1,2,3", ,4, ,1,2,3,1,1, ,12, ,2,1,98, ,98, ,2,3,4,3,2,3,3,3,2,2,1.09318461667454
3895,2018/6/6 上午 09:28:37.940000,1,4,2,1,2,2,1,1,200209,200606,94,2, ,1,98,2,77, ,1,",",1,2,98, ,98,98,"4,7",兼課,98,99,5, ,9, ,2,12,研究自由度高,"3,6,7", ,1,1,4,98,3, ,32, ,4,2,1, ,11, ,4,2,2,4,2,4,2,4,5,3,.575310845025702
885,2018/6/25 上午 09:35:17.851000,1,3,2,1,2,2,2,2,200908,201401,102,2, ,1,98,2,17, ,2,",",1,2,98, ,98,98,"3,7,10",兼課,2,98,8, ,7, ,1,"1,2,9", ,"6,7,11", ,1,1,3,2,1, ,11, ,1,1,98, ,98, ,2,2,1,1,1,2,1,1,1,1,.336080041694272
1626,2018/6/25 上午 00:59:04.340000,1,3,2,1,2,2,1,2,200709,201406,102,2, ,5,98,1,60, ,1,",",1,2,98, ,98,98,"3,10",兼課,1,98,1, ,4, ,2,"8,9,11", ,12, ,1,3,98,98,1, ,11, ,2,1,98, ,98, ,1,2,98,98,2,98,98,98,98,98,1.18743468824043
2403,2018/6/14 上午 08:49:59.413000,1,4,2,1,2,2,1,2,200509,200906,97,2, ,5,98,2,77, ,1,",",2,2,98, ,98,98,"7,10",兼課,98,98,4, ,7, ,2,2, ,6, ,1,1,3,1,1, ,11, ,3,1,98, ,98, ,2,3,2,3,2,2,2,2,2,2,.591575446090607
390,2018/6/25 下午 12:46:36.460000,1,3,2,1,2,2,1,2,200808,201307,101,2, ,1,98,2,73, ,1,",",1,2,98, ,98,98,"6,10",兼課,98,98,1, ,4, ,1,"1,2,9", ,6, ,1,1,4,98,1, ,11, ,1,1,98, ,98, ,1,1,1,1,1,1,1,1,1,1,1.41768670898566
1207,2018/6/25 上午 08:23:35.832000,1,4,2,1,2,2,1,1,200309,200701,95,2, ,5,98,2,77, ,5,",指導教授",1,2,98, ,98,98,"3,10",兼職教師,2,98,2, ,8, ,2,"1,9", ,6, ,1,1,3,3,1, ,11, ,4,1,98, ,98, ,1,1,1,1,1,3,1,3,1,2,.714648703867572
2284,2018/6/14 上午 10:08:25.284000,2,5,2,2,1,3,2,3,200609,201108,99,2, ,7,1,2,45, ,1,",",2,2,98, ,98,98,"2,7",家?資助和獎助學金,98,98,4, ,5, ,2,"1,9,11", ,12,無,1,1,3,3,1, ,11, ,3,1,98, ,98, ,3,3,3,2,3,3,98,98,98,98,.433105966325728
2788,2018/6/13 下午 21:30:39.786000,1,4,2,1,2,2,1,2,199909,200507,93,2, ,1,98,1,21, ,1,",",1,2,98, ,98,98,"3,4",家教,2,99,7, ,3, ,3,"5,8", ,2, ,1,2,3,1,4, ,44, ,2,2,3, ,32, ,2,2,2,2,2,2,2,2,6,2,1.2481840821965
16,2018/6/25 下午 22:01:29.899000,1,4,2,1,2,2,1,2,200109,200906,97,2, ,1,98,1,59,生物產業機電工程學研究所,1,",",1,2,98, ,98,98,"2,3,4,6,7",家教,3,99,1, ,4, ,2,"4,5,7", ,"3,6", ,1,1,4,98,4, ,41, ,2,1,98, ,98, ,2,2,2,3,3,4,2,2,2,2,.672224535172424
3064,2018/6/13 下午 19:04:25.553000,1,3,2,1,2,2,1,1,200409,200710,96,2, ,1,98,2,23, ,1,",",1,2,98, ,98,98,"3,4,6,7",家教,2,99,1, ,7, ,2,"8,10", ,"3,5,6", ,1,1,4,98,4, ,41, ,1,1,98, ,98, ,1,2,2,2,2,2,2,2,2,2,1.41954173735271
1368,2018/6/25 上午 07:34:53.307000,1,3,1,1,2,2,1,1,200609,201009,99,2, ,1,98,1,11, ,1,",",1,2,98, ,98,98,"3,4.6",家教,3,99,4, ,7, ,1,"1,3,5", ,"8,9,11", ,1,1,3,1,3, ,32, ,1,1,98, ,98, ,1,1,1,1,1,3,2,1,2,3,1.63123693057789
2209,2018/6/14 上午 11:05:40.110000,2,3,2,1,2,2,1,2,200409,200906,97,2, ,1,98,2,11, ,1,",",2,2,98, ,98,98,"3,4",家教,4,99,1, ,2, ,2,"2,9,11", ,"1,4,5", ,1,1,4,98,3, ,32, ,2,1,98, ,98, ,1,1,1,98,98,98,98,98,98,98,.768227786875391
659,2018/6/25 上午 10:29:52.905000,1,2,1,1,2,2,1,1,201109,201512,104,2, ,1,98,1,27, ,1,",",1,2,98, ,98,98,"2,3,4,6",家教,2,99,1, ,4, ,2,"2,8,9", ,"4,12",無固定且足夠的經費幫助全職博士生，還需額外兼差才能支付生活費,1,2,3,1,3, ,32, ,3,1,98, ,98, ,2,2,3,3,2,3,2,3,3,3,2.51090351769051
2485,2018/6/14 上午 07:53:49.187000,1,4,2,1,2,2,1,1,199809,200306,91,2, ,1,98,1,10, ,1,",",2,2,98, ,98,98,"3,4",家教,4,99,3, ,5, ,1,"1,2,4", ,12,無,1,2,3,1,2, ,21, ,2,1,98, ,98, ,1,98,98,1,98,1,98,98,98,98,.311671245015807
1222,2018/6/25 上午 08:20:25.184000,1,4,2,1,2,2,1,2,200109,200607,94,2, ,1,98,2,11, ,1,",",1,2,98, ,98,98,"3,4,6",家教,3,99,8, ,4, ,2,"2,9,10", ,6, ,1,2,3,1,1, ,11, ,2,1,98, ,98, ,2,2,1,3,2,3,2,1,1,3,.848524791224642
4384,2018/6/5 下午 15:23:30.992000,1,3,2,1,2,2,1,2,200309,200911,98,2, ,1,98,1,21, ,1,",",1,2,98, ,98,98,"3,4,6,7",家教,2,99,5, ,4, ,2,"3,8,9", ,"4,11", ,1,1,4,98,1, ,11, ,1,1,98, ,98, ,1,1,1,1,1,2,1,1,1,1,1.45807626437196
3006,2018/6/13 下午 19:45:07.066000,1,4,2,1,2,2,1,2,200308,200907,97,2, ,1,98,1,50, ,1,",",1,2,98, ,98,98,"3,4,7",家教,1,99,4, ,3, ,2,"1,9,10", ,"4,6,7", ,1,2,4,98,1, ,11, ,2,1,98, ,98, ,2,3,3,2,2,3,2,2,6,2,.672224535172424
3103,2018/6/13 下午 18:42:26.324000,1,4,2,1,2,2,1,1,199809,200206,90,2, ,1,98,2,21, ,1,",",1,2,98, ,98,98,"3,4,7",家教,2,99,4, ,1, ,3,9, ,"2,3,4", ,1,1,4,98,1, ,11, ,2,1,98, ,98, ,2,3,98,98,2,98,98,98,98,98,1.01446175754557
4092,2018/6/5 下午 18:59:06.534000,2,3,2,1,2,2,1,1,200709,201106,99,2, ,5,98,1,24, ,1,",",1,2,98, ,98,98,"3,4",家教,2,99,4, ,9, ,2,"4,7,9", ,"5,6", ,1,1,4,98,1, ,11, ,3,1,98, ,98, ,2,2,3,3,3,3,3,3,3,2,1.69121474859531
4367,2018/6/5 下午 15:32:14.716000,1,5,2,1,2,2,1,2,199609,200101,89,2, ,1,98,1,21, ,2,",",1,2,98, ,98,98,"3,4,6",家教,1,99,1, ,7, ,2,"1,4,10", ,9, ,1,2,3,1,1, ,11, ,1,2,1, ,12, ,2,2,6,6,6,6,6,2,6,6,.798881448553876
1206,2018/6/25 上午 08:23:59.341000,2,3,2,1,2,2,1,1,200709,201106,99,2, ,5,98,1,24, ,1,",",1,2,98, ,98,98,"3,4",家教,1,99,1, ,9, ,2,"2,8,9", ,"3,5,6", ,1,1,4,98,1, ,11, ,2,1,98, ,98, ,2,2,3,2,2,2,2,2,2,2,1.69121474859531
4043,2018/6/5 下午 20:45:21.423000,2,4,2,1,2,2,1,2,200409,201102,99,2, ,1,98,2,77, ,1,",",2,2,98, ,98,98,"4,7",家教,98,99,4, ,3, ,3,"1,9", ,"4,7,11", ,1,1,3,2,1, ,11, ,1,1,98, ,98, ,1,98,98,3,1,98,98,98,98,98,.579260919726764
723,2018/6/25 上午 10:12:34.458000,2,5,2,1,2,2,1,2,200009,200406,92,2, ,1,98,2,60, ,1,",",1,2,98, ,98,98,"2,4,6",家教,98,99,4, ,2, ,1,"1,2,4", ,6, ,1,1,3,1,1, ,11, ,2,1,98, ,98, ,2,2,2,2,2,3,2,2,2,2,.742214754062573
4503,2018/6/5 下午 14:34:40.292000,1,3,2,1,2,2,1,2,200709,201406,102,2, ,1,98,1,14, ,1,",",1,2,98, ,98,98,"2,3,4,7",家教,2,2,1, ,4, ,4,"4,9,10", ,"1,2,3", ,1,2,4,98,3, ,32, ,2,1,98, ,98, ,2,2,6,6,2,6,2,6,6,6,1.99380278446426
2230,2018/6/14 上午 10:45:58.536000,2,4,1,1,2,2,1,2,199909,200407,92,2, ,1,98,1,30, ,1,",",2,2,98, ,98,98,"3,4",家教,2,1,5, ,1, ,2,"1,8,10", ,"5,6,11", ,1,1,4,98,1, ,11, ,1,1,98, ,98, ,1,2,6,6,2,2,6,6,2,6,.88743068420525
4808,2018/6/5 上午 11:36:02.278000,1,4,1,1,2,2,1,3,199509,201407,102,1, ,1,98,2,70, ,4,"嘗試跨領域結合資訊與經濟學,",1,2,98, ,98,98,"3,4,6,7",家教,1,99,1, ,4, ,3,"1,2,9", ,6, ,1,2,4,98,1, ,11, ,3,1,98, ,98, ,3,3,3,2,1,3,2,2,2,2,1.15564365214171
949,2018/6/25 上午 09:21:06.682000,1,3,2,1,2,2,1,1,200609,201006,98,2, ,1,98,2,41, ,2,",",1,2,98, ,98,98,4,家教,98,2,4, ,1, ,2,"2,4,5", ,6, ,1,1,4,98,3, ,32, ,1,1,98, ,98, ,1,1,1,1,1,2,1,1,2,1,.890604018889776
3694,2018/6/6 下午 22:50:54.114000,1,4,2,1,2,2,1,1,199909,200210,91,2, ,1,98,1,24, ,1,",",1,2,98, ,98,98,"3,4",家教。,2,99,2, ,4, ,3,7, ,"2,5,11", ,1,1,4,98,1, ,11, ,2,2,4, ,41, ,2,2,2,2,2,2,2,2,2,2,1.02301502775777
260,2018/6/25 下午 14:36:34.102000,2,4,2,1,2,2,1,2,200304,200810,97,2, ,7,1,1,60, ,1,",",1,2,98, ,98,98,"2,3,7,10",校內工讀,3,98,4, ,2, ,2,"1,9,11", ,2, ,1,1,3,2,1, ,11, ,2,1,98, ,98, ,2,2,3,2,2,3,2,2,4,4,.356826614308651
1641,2018/6/24 下午 14:26:32.063000,1,2,1,1,2,2,1,2,200909,201601,104,2, ,3,98,1,60, ,1,",",1,2,98, ,98,98,"6,7,10",校內工讀,98,98,1, ,3, ,2,12,所上自由的氛圍,"4,12",學校提供兼職的機會,1,3,98,98,1, ,11, ,5,2,1, ,12, ,1,1,98,1,98,98,98,98,98,98,.880371532841688
4673,2018/6/5 下午 13:21:36.030000,1,3,2,1,2,2,2,3,201209,201612,105,2, ,2,98,2,77, ,1,",",2,2,98, ,98,98,"2,3,7,10",校內兼課,3,98,4, ,2, ,1,"2,4,7", ,12,無,1,1,3,1,1, ,11, ,1,1,98, ,98, ,1,98,1,98,1,98,98,98,98,98,10.8736245607091
3826,2018/6/6 下午 12:56:50.036000,1,4,2,1,2,2,1,2,200209,200605,94,1, ,7,1,2,60, ,1,",",1,2,98, ,98,98,"2,4,5,6,7",校外工作,98,99,1, ,7, ,1,13, , , ,1,1,4,98,1, ,11, ,2,2,2, ,21, ,1,1,3,2,1,2,2,1,2,1,.60210960981338
2873,2018/6/13 下午 20:52:54.943000,2,4,2,1,2,2,1,1,199909,200306,91,2, ,5,98,1,25, ,1,",",1,2,98, ,98,98,4,校外兼課,98,99,4, ,2, ,2,"2,9", ,"3,10,11", ,1,1,3,1,1, ,11, ,2,1,98, ,98, ,1,98,2,98,1,98,98,98,98,98,1.116395572649
3347,2018/6/13 下午 16:23:12.694000,2,5,1,1,2,2,1,4,199909,201306,101,2, ,7,1,1,65, ,1,",",1,2,98, ,98,98,"2,3,4,5,7,9",留學貸款,3,3,7, ,1, ,2,"1,4,5", ,3, ,1,1,4,98,1, ,11, ,2,1,98, ,98, ,2,1,98,98,98,98,98,1,98,98,.715969595105238
2841,2018/6/13 下午 21:06:09.047000,2,3,2,1,2,2,1,2,200709,201204,100,2, ,7,1,2,71, ,1,",",2,2,98, ,98,98,"2,3,5,6,7,9",留學貸款,3,98,4, ,7, ,2,"1,2,3", ,"4,10", ,1,1,4,98,1, ,11, ,2,1,98, ,98, ,3,98,98,98,2,98,98,2,98,98,.36215016744679
4219,2018/6/5 下午 16:50:29.794000,2,4,1,2,1,3,2,3,200609,201210,101,2, ,7,1,2,60, ,1,",",2,2,98, ,98,98,"3,4,7,9",留學貸款,2,1,4, ,5, ,3,"5,9", ,"1,3,6", ,1,1,3,3,1, ,11, ,2,1,98, ,98, ,2,2,2,2,1,1,1,2,6,6,.366120815678815
3857,2018/6/6 上午 10:51:33.990000,1,3,2,1,2,2,1,2,200804,201202,100,2, ,7,1,2,50, ,1,",",2,2,98, ,98,98,"2,3,9",留學貸款,3,98,4, ,7, ,1,"2,5,9", ,10, ,1,1,4,98,1, ,11, ,2,1,98, ,98, ,2,6,6,3,2,2,2,2,3,6,.415902418677669
4398,2018/6/5 下午 15:17:10.257000,2,4,2,2,2,4,1,2,200909,201204,100,2, ,7,1,1,45, ,1,",",1,2,98, ,98,98,"5,9",留學貸款,98,98,8, ,4, ,1,13, , , ,1,2,4,98,1, ,11, ,2,2,9,機構、職業別符合，但領域不符合,999, ,1,98,98,98,3,98,98,98,1,98,.496496197306083
4116,2018/6/5 下午 18:29:21.236000,2,3,1,1,2,2,2,2,200809,201108,99,2, ,7,1,1,60, ,1,",",2,2,98, ,98,98,"2,6,9",留學貸款,98,98,6, ,5, ,1,"1,5,8", ,"4,6,10", ,1,2,2,98,1, ,11, ,4,1,98, ,98, ,2,2,2,1,1,1,2,1,3,5,.24594231659211
4638,2018/6/5 下午 13:38:30.967000,1,5,2,2,2,4,3,3,200510,200911,98,2, ,7,1,2,79, ,1,",",2,2,98, ,98,98,"6,7,9",留學貸款,98,98,4, ,1, ,2,"2,5,8", ,10, ,1,1,3,1,1, ,11, ,2,1,98, ,98, ,1,2,1,1,1,98,98,98,98,98,.253016505795147
2953,2018/6/13 下午 20:09:51.781000,2,3,1,1,2,2,1,2,201109,201506,103,2, ,7,1,1,45, ,1,",",2,2,98, ,98,98,"7,9",留學貸款,98,98,1, ,4, ,2,"1,9,11", ,"3,4", ,1,1,4,98,1, ,11, ,4,1,98, ,98, ,2,2,2,2,1,1,2,2,3,1,1.31782531489397
