no,,性別,年齡,目前婚姻狀態,進修博士時婚姻狀態,,決定進修博士時婚姻與子女狀態,入學年齡,畢業年齡,,,,是否曾休學,,學校類型,,博士與碩士學校是否相同,就讀科系,,博士與碩士學位相關度,,就學身分,就讀博士時是全職/在職學生,,,,,,,,,就讀博士的首要動機為?,,,,您對博士修業整體滿意度為?,,,,,目前就業情況為?,工作類型,此工作為?,,目前工作的機構別為?,,目前工作的職業別為?,,您對目前工作的滿意度為何?,您目前的工作與您當初獲得博士學位時原有規劃之職涯機構別與職業別是否符合?,,,,,整體而言，您認為您的博士學位效益如何?
3527,,2,8,2,2,,3,5,6,,,,2,,7,,2,65,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,1,,1,,11, ,1,1,,,,,1
2548,,2,6,2,2,,3,3,4,,,,2,,7,,2,65,,3,,2,2,,,,,,,,,4,,,,2,,,,,1,2,2,,1,,11, ,2,1,,,,,1
2448,,2,5,1,1,,2,2,3,,,,1,,7,,1,65,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,2
1832,,2,6,2,1,,2,2,3,,,,1,,7,,2,76,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,2,3,,1,,11, ,3,1,,,,,1
1690,,2,6,2,2,,4,4,4,,,,2,,2,,2,73,,2,,2,2,,,,,,,,,4,,,,2,,,,,1,2,2,,1,,11, ,2,1,,,,,2
4475,,2,5,2,2,,3,3,4,,,,1,,2,,2,65,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,1,,1,,11, ,1,1,,,,,1
3278,,1,5,2,2,,4,2,4,,,,1,,1,,2,17,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,1,1,,,,,2
3541,,2,4,2,1,,2,1,3,,,,1,,5,,2,60,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,2,3,,1,,11, ,3,1,,,,,3
649,,2,4,2,1,,2,1,2,,,,2,,5,,1,60,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,3,1,,,,,2
190,,2,6,2,1,,2,2,2,,,,2,,7,,1,60,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,2,1,,,,,1
368,,2,5,1,1,,2,1,2,,,,2,,7,,2,60,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,2,1,,,,,1
570,,1,8,2,2,,3,5,5,,,,2,,7,,2,73,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,2,,1,,11, ,1,1,,,,,2
2959,,1,3,1,1,,2,1,2,,,,2,,7,,2,21,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
3343,,2,3,2,1,,2,1,2,,,,2,,5,,1,60,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,1
1035,,1,6,2,2,,4,2,2,,,,2,,1,,2,72,,2,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,3
428,,1,3,2,1,,2,1,1,,,,2,,1,,1,77,,1,,2,2,,,,,,,,,4,,,,3,,,,,1,1,3,,1,,11, ,2,1,,,,,2
496,,1,7,2,2,,4,3,4,,,,2,,1,,1,21,,3,,1,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,1
3408,,1,4,2,1,,2,1,1,,,,2,,1,,99,21,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,2,1,,,,,1
4234,,1,5,2,2,,3,2,4,,,,2,,3,,2,77,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,2,,1,,11, ,1,1,,,,,1
1529,,1,5,2,2,,3,3,4,,,,2,,5,,2,30,,2,,2,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,2,1,,,,,2
1099,,2,4,2,1,,2,1,2,,,,2,,1,,2,60,,1,,2,2,,,,,,,,,4,,,,3,,,,,1,1,3,,1,,11, ,1,1,,,,,2
1151,,2,7,2,2,,3,2,3,,,,2,,1,,2,77,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,2
4108,,2,7,2,2,,4,3,4,,,,1,,1,,1,77,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,2,,1,,11, ,3,1,,,,,2
3731,,2,4,2,1,,2,2,3,,,,1,,1,,2,74,,1,,2,2,,,,,,,,,4,,,,3,,,,,1,3,98,,1,,11, ,3,1,,,,,3
295,,1,6,2,2,,3,2,3,,,,2,,1,,1,62,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,2,4,,1,,11, ,1,1,,,,,1
3562,,1,4,2,1,,2,1,2,,,,1,,2,,1,65,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,3,1,,,,,1
2642,,2,4,2,1,,2,1,2,,,,2,,7,,2,78,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,1,1,,,,,2
1203,,1,6,2,1,,2,2,2,,,,2,,7,,2,65,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,2,2,,1,,11, ,2,1,,,,,1
4650,,2,4,1,1,,2,1,2,,,,2,,7,,2,69,,2,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,2
1255,,2,5,2,2,,3,3,3,,,,2,,1,,2,45,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
2713,,2,5,2,1,,2,2,3,,,,2,,7,,2,62,,2,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,3,1,,,,,1
2878,,2,5,1,1,,2,1,2,,,,2,,7,,2,60,,3,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,2,1,,,,,3
1122,,1,7,2,2,,3,3,4,,,,2,,7,,2,21,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,2,,1,,11, ,3,1,,,,,2
4180,,1,7,2,2,,4,4,6,,,,2,,3,,2,73,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,2,1,,1,,11, ,1,1,,,,,1
1574,,1,3,1,1,,2,1,2,,,,2,,1,,2,77,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,3,1,,,,,2
2755,,2,6,2,2,,3,3,3,,,,2,,7,,2,60,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,2
4694,,2,7,1,1,,1,3,4,,,,2,,1,,1,20,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,2,3,,1,,11, ,2,1,,,,,2
3637,,1,6,2,2,,4,2,3,,,,2,,7,,1,60,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,2,3,,1,,11, ,1,1,,,,,2
26,,1,4,1,1,,2,1,2,,,,2,,5,,2,77,,2,,2,2,,,,,,,,,4,,,,1,,,,,1,2,4,,1,,11, ,1,1,,,,,1
921,,1,4,2,1,,2,1,2,,,,2,,1,,99,15,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,1
541,,1,5,2,2,,3,2,3,,,,2,,4,,1,40,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,2,,1,,11, ,2,1,,,,,2
303,,2,5,1,1,,2,3,4,,,,2,,1,,2,64,,2,,2,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,2,1,,,,,1
124,,1,3,2,1,,2,1,2,,,,2,,1,,1,40,,2,,1,2,,,,,,,,,4,,,,3,,,,,1,2,3,,1,,11, ,2,1,,,,,2
3351,,2,5,1,1,,2,2,2,,,,2,,1,,2,77,,4,,2,2,,,,,,,,,4,,,,3,,,,,1,1,3,,1,,11, ,3,1,,,,,3
2214,,1,7,2,2,,3,3,4,,,,2,,1,,2,77,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,1
2215,,2,2,2,2,,3,1,2,,,,2,,5,,2,77,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,2,3,,1,,11, ,3,1,,,,,3
2857,,2,4,1,1,,2,1,3,,,,1,,1,,1,30,,1,,2,2,,,,,,,,,4,,,,3,,,,,1,1,2,,1,,11, ,5,1,,,,,5
3279,,1,3,1,1,,2,1,2,,,,2,,7,,2,60,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,2,1,,,,,2
3587,,2,7,1,1,,2,4,4,,,,2,,3,,1,60,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,1
908,,2,4,1,1,,2,3,3,,,,2,,1,,1,73,,99,,2,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,3,1,,,,,2
4490,,1,5,2,1,,2,1,2,,,,1,,1,,2,72,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,1,4,,1,,11, ,1,1,,,,,2
3438,,1,2,1,1,,2,2,1,,,,1,,1,,1,51,,1,,1,2,,,,,,,,,4,,,,5,,,,,1,1,4,,1,,11, ,2,1,,,,,1
1032,,1,4,2,1,,2,1,1,,,,2,,5,,1,12,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,2
3922,,1,7,2,2,,3,3,4,,,,1,,1,,1,20,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,2,2,,1,,11, ,2,1,,,,,2
4818,,1,6,2,2,,4,2,3,,,,2,,1,,2,20,,2,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,1,1,,,,,1
4716,,1,5,2,1,,2,1,2,,,,2,,7,,2,72,,99,,1,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,2,1,,,,,1
171,,1,5,2,1,,2,1,2,,,,2,,7,,1,78,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,2
510,,2,3,2,1,,2,1,2,,,,1,,3,,2,73,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,1,1,,,,,1
1398,,2,5,2,2,,3,4,5,,,,2,,3,,2,73,,2,,2,2,,,,,,,,,4,,,,5,,,,,1,1,2,,1,,11, ,5,1,,,,,5
1700,,1,7,2,1,,2,3,4,,,,2,,1,,1,70,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,3,1,,,,,3
3328,,1,8,2,2,,4,5,6,,,,2,,1,,1,25,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,2,1,,,,,2
154,,1,8,2,2,,4,7,7,,,,2,,5,,1,47,,2,,2,2,,,,,,,,,4,,,,1,,,,,1,1,2,,1,,11, ,4,1,,,,,3
755,,1,5,2,2,,3,2,3,,,,2,,7,,2,78,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
1293,,2,4,2,1,,2,1,2,,,,2,,1,,2,15,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,3,,1,,11, ,2,1,,,,,2
3840,,2,3,2,1,,2,1,2,,,,2,,1,,1,15,,1,,2,2,,,,,,,,,4,,,,3,,,,,1,2,4,,1,,11, ,2,1,,,,,2
881,,1,5,2,2,,4,1,2,,,,2,,7,,2,73,,2,,2,2,,,,,,,,,4,,,,3,,,,,1,1,4,,1,,11, ,5,1,,,,,5
3844,,1,3,2,1,,2,1,2,,,,1,,4,,1,40,,2,,1,2,,,,,,,,,4,,,,4,,,,,1,2,4,,1,,11, ,4,1,,,,,4
2844,,1,5,2,1,,2,1,2,,,,2,,1,,1,60,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,2,3,,1,,11, ,1,1,,,,,1
4770,,2,5,2,2,,3,2,4,,,,1,,5,,2,45,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,3,1,,,,,2
2456,,1,4,2,1,,2,1,2,,,,2,,7,,2,70,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,1,1,,,,,2
4001,,1,5,2,1,,2,1,3,,,,2,,7,,2,72,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
1242,,1,4,1,1,,2,2,3,,,,2,,1,,2,77,,2,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,1
4117,,1,5,2,2,,4,3,4,,,,2,,1,,2,77,,2,,2,2,,,,,,,,,4,,,,1,,,,,1,1,2,,1,,11, ,2,1,,,,,2
4817,,1,3,2,1,,2,1,2,,,,2,,1,,1,77,,1,,2,2,,,,,,,,,4,,,,3,,,,,1,1,4,,1,,11, ,2,1,,,,,3
262,,2,4,2,1,,2,1,2,,,,1,,7,,2,41,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,2,1,,,,,4
201,,1,5,2,2,,3,2,3,,,,2,,1,,2,21,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,2,,1,,11, ,1,1,,,,,1
376,,1,4,2,1,,2,1,1,,,,2,,1,,2,22,,1,,1,2,,,,,,,,,4,,,,4,,,,,1,1,4,,1,,11, ,1,1,,,,,1
777,,1,4,2,1,,2,2,3,,,,2,,1,,2,20,,2,,2,2,,,,,,,,,4,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,1
4733,,1,4,2,2,,4,1,2,,,,2,,1,,2,21,,1,,2,2,,,,,,,,,4,,,,3,,,,,1,1,4,,1,,11, ,2,1,,,,,2
1981,,1,5,2,1,,2,2,4,,,,1,,1,,2,71,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,1,1,,,,,1
3590,,1,3,2,1,,2,1,2,,,,2,,1,,1,73,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
1616,,1,4,2,2,,3,2,3,,,,2,,7,,99,70,,3,,2,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,3,1,,,,,2
4418,,1,2,1,1,,2,1,1,,,,2,,1,,1,55,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,1,,1,,11, ,2,1,,,,,2
3989,,2,4,1,1,,2,2,3,,,,2,,3,,2,73,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,4,1,,,,,2
2623,,1,6,2,2,,4,1,2,,,,2,,5,,2,60,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,1,1,,,,,1
2625,,1,4,2,1,,2,1,2,,,,2,,1,,1,77,,4,,1,2,,,,,,,,,4,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,1
2137,,1,5,2,1,,2,1,2,,,,2,,5,,2,71,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,2,4,,1,,11, ,1,1,,,,,2
2240,,1,5,2,1,,2,1,2,,,,2,,1,,2,20,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,1,4,,1,,11, ,4,1,,,,,3
3396,,1,3,2,1,,2,2,3,,,,2,,4,,2,21,,2,,2,2,,,,,,,,,4,,,,2,,,,,1,1,2,,1,,11, ,1,1,,,,,1
3284,,1,6,2,1,,2,1,2,,,,2,,5,,1,60,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,1,1,,,,,1
1727,,1,5,2,1,,2,1,2,,,,2,,7,,2,60,,1,,2,2,,,,,,,,,4,,,,3,,,,,1,2,4,,1,,11, ,3,1,,,,,1
2134,,1,8,2,2,,3,5,5,,,,2,,7,,2,60,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,2,1,,,,,1
1797,,1,4,1,1,,2,2,3,,,,1,,1,,99,77,,2,,2,2,,,,,,,,,4,,,,4,,,,,1,2,4,,1,,11, ,2,1,,,,,4
3506,,1,4,2,2,,3,2,4,,,,1,,1,,2,77,,1,,2,2,,,,,,,,,4,,,,3,,,,,1,1,4,,1,,11, ,2,1,,,,,2
3148,,1,5,2,1,,2,2,4,,,,1,,1,,1,76,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,1,3,,1,,11, ,3,1,,,,,3
2072,,2,6,1,1,,2,4,4,,,,2,,6,,2,45,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,2,,1,,11, ,2,1,,,,,1
3703,,1,3,1,1,,2,1,2,,,,2,,1,,2,60,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,3,98,,1,,11, ,3,1,,,,,5
2537,,1,3,2,1,,2,1,2,,,,2,,1,,2,15,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,3,,1,,11, ,2,1,,,,,1
153,,1,4,2,1,,2,2,3,,,,2,,1,,1,15,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,2,1,,,,,3
672,,1,6,2,2,,3,4,3,,,,2,,2,,2,21,,4,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,3,1,,,,,2
2846,,1,6,2,2,,3,2,3,,,,2,,3,,2,71,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
85,,1,3,2,1,,2,1,1,,,,2,,1,,2,20,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,1,3,,1,,11, ,2,1,,,,,2
1861,,1,8,2,2,,4,4,6,,,,2,,1,,2,28,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,2,2,,1,,11, ,1,1,,,,,1
604,,1,3,2,1,,2,1,2,,,,2,,1,,2,20,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,1,1,,,,,1
4775,,1,4,2,1,,2,1,2,,,,2,,1,,1,20,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,1,3,,1,,11, ,2,1,,,,,2
315,,1,4,2,2,,4,1,3,,,,1,,3,,2,73,,1,,2,2,,,,,,,,,4,,,,4,,,,,1,2,2,,1,,11, ,2,1,,,,,2
3790,,2,6,1,2,,4,2,2,,,,2,,7,,2,77,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,2,4,,1,,11, ,3,1,,,,,3
1196,,2,3,2,1,,2,1,1,,,,2,,1,,2,20,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,3,1,,,,,2
3448,,2,2,2,1,,2,1,2,,,,2,,7,,2,77,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,2,1,,,,,2
3161,,1,2,2,1,,2,1,2,,,,2,,1,,1,15,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,2,4,,1,,11, ,2,1,,,,,1
2557,,1,4,2,1,,1,1,2,,,,2,,7,,2,12,,2,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,3,1,,,,,1
4494,,1,4,2,2,,3,3,3,,,,2,,1,,2,77,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,2,3,,1,,11, ,2,1,,,,,2
2816,,1,4,2,2,,3,2,4,,,,1,,1,,1,77,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,3
3258,,2,3,1,1,,2,1,1,,,,2,,1,,1,24,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,1,4,,1,,11, ,1,1,,,,,2
1323,,1,4,2,2,,3,2,4,,,,1,,3,,2,60,,3,,2,2,,,,,,,,,4,,,,2,,,,,1,2,3,,1,,11, ,2,1,,,,,2
3026,,1,4,1,1,,2,2,4,,,,1,,3,,2,60,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,2
3024,,2,3,1,1,,2,1,1,,,,2,,5,,1,70,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,3,,1,,11, ,2,1,,,,,2
2787,,1,6,1,1,,2,3,4,,,,1,,2,,2,20,,1,,2,2,,,,,,,,,4,,,,4,,,,,1,1,3,,1,,11, ,4,1,,,,,3
3715,,1,4,1,1,,2,1,2,,,,2,,7,,2,20,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,1,1,,,,,1
2549,,1,5,2,1,,2,1,2,,,,2,,7,,2,20,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,4,,1,,11, ,2,1,,,,,1
2924,,1,6,2,2,,3,2,3,,,,2,,7,,1,21,,1,,1,2,,,,,,,,,4,,,,1,,,,,1,2,3,,1,,11, ,2,1,,,,,1
4781,,1,3,2,1,,2,1,2,,,,1,,5,,2,73,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,1,3,,1,,11, ,2,1,,,,,2
4483,,1,2,1,1,,2,1,1,,,,2,,3,,1,65,,1,,1,2,,,,,,,,,4,,,,4,,,,,1,1,3,,1,,11, ,3,1,,,,,2
2971,,1,2,1,1,,2,1,2,,,,2,,1,,1,16,,1,,1,2,,,,,,,,,4,,,,3,,,,,1,2,4,,1,,11, ,3,1,,,,,3
3465,,1,5,2,2,,3,2,3,,,,2,,7,,2,77,,2,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
2293,,1,7,2,2,,3,3,3,,,,2,,7,,2,77,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,2,4,,1,,11, ,1,1,,,,,1
2592,,1,3,2,1,,2,1,2,,,,2,,1,,2,22,,2,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,1,1,,,,,2
3201,,1,4,2,1,,2,2,3,,,,1,,4,,1,42,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,4,,1,,11, ,2,1,,,,,1
4381,,1,6,2,2,,4,4,5,,,,1,,5,,2,21,,1,,1,2,,,,,,,,,4,,,,2,,,,,1,2,3,,1,,11, ,2,1,,,,,2
1855,,2,2,2,1,,2,1,1,,,,2,,7,,2,12,,2,,1,2,,,,,,,,,4,,,,1,,,,,1,2,3,,1,,11, ,1,1,,,,,1
810,,1,3,2,1,,2,1,2,,,,2,,2,,1,25,,1,,1,2,,,,,,,,,4,,,,4,,,,,1,2,3,,1,,11, ,1,1,,,,,2
3934,,1,4,2,2,,3,2,3,,,,2,,1,,2,21,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,2,3,,1,,11, ,1,1,,,,,1
3363,,1,3,1,1,,2,1,2,,,,2,,1,,2,21,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,4,,1,,11, ,1,1,,,,,1
4113,,2,2,2,1,,2,1,2,,,,2,,7,,2,60,,1,,2,2,,,,,,,,,4,,,,1,,,,,1,1,3,,1,,11, ,1,1,,,,,2
1120,,2,4,1,2,,3,3,4,,,,2,,5,,2,77,,1,,2,2,,,,,,,,,4,,,,2,,,,,1,1,1,,1,,11, ,2,1,,,,,1
469,,2,3,1,1,,2,1,2,,,,1,,1,,1,71,,1,,1,2,,,,,,,,,3,,,,2,,,,,1,2,4,,1,,12, ,3,1,,,,,4
3787,,1,3,1,1,,2,1,2,,,,2,,3,,2,12,,1,,2,2,,,,,,,,,3,,,,4,,,,,1,2,4,,1,,12, ,3,2,,,,,4
4830,,2,6,2,2,,4,4,5,,,,2,,7,,1,89,,1,,2,2,,,,,,,,,3,,,,2,,,,,1,1,1,,1,,11, ,3,1,,,,,2
4686,,1,4,1,1,,2,1,2,,,,2,,7,,1,10,,1,,2,2,,,,,,,,,3,,,,1,,,,,1,1,3,,1,,11, ,1,1,,,,,2
93,,2,5,1,1,,2,2,3,,,,2,,7,,1,44,,1,,1,2,,,,,,,,,3,,,,1,,,,,1,2,3,,1,,11, ,3,1,,,,,3
3508,,2,6,2,2,,3,3,3,,,,2,,7,,99,73,,1,,2,2,,,,,,,,,3,,,,1,,,,,1,1,2,,1,,11, ,1,1,,,,,1
1608,,1,5,1,1,,2,1,2,,,,2,,7,,2,17,,2,,1,2,,,,,,,,,3,,,,2,,,,,1,2,3,,1,,11, ,2,1,,,,,2
4552,,1,4,2,1,,2,1,2,,,,1,,7,,2,12,,1,,2,2,,,,,,,,,3,,,,1,,,,,1,1,4,,1,,11, ,2,1,,,,,1
3502,,1,3,2,2,,4,1,2,,,,2,,1,,2,17,,1,,1,2,,,,,,,,,3,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,2
4357,,2,5,2,1,,2,1,2,,,,2,,1,,1,40,,1,,2,2,,,,,,,,,3,,,,1,,,,,1,2,4,,1,,11, ,2,1,,,,,1
2812,,1,5,2,1,,2,1,2,,,,2,,4,,2,15,,4,,1,2,,,,,,,,,3,,,,3,,,,,1,1,4,,1,,11, ,3,1,,,,,3
1854,,2,5,1,1,,2,2,3,,,,2,,7,,2,73,,1,,2,2,,,,,,,,,3,,,,2,,,,,1,2,3,,1,,11, ,3,1,,,,,2
2446,,2,4,2,2,,4,2,3,,,,2,,1,,2,60,,1,,2,2,,,,,,,,,3,,,,2,,,,,1,1,3,,1,,11, ,1,1,,,,,1
3981,,2,3,2,1,,2,1,2,,,,2,,1,,1,60,,2,,1,2,,,,,,,,,3,,,,2,,,,,1,2,4,,1,,11, ,1,1,,,,,2
3677,,2,4,2,2,,4,1,3,,,,2,,1,,1,60,,1,,2,2,,,,,,,,,3,,,,2,,,,,1,2,3,,1,,11, ,2,1,,,,,3
520,,2,5,2,2,,4,1,3,,,,1,,1,,1,72,,1,,2,2,,,,,,,,,3,,,,4,,,,,1,2,4,,1,,11, ,2,1,,,,,3
3225,,2,6,1,1,,2,1,2,,,,2,,7,,2,60,,1,,2,2,,,,,,,,,3,,,,3,,,,,1,1,4,,1,,11, ,1,1,,,,,1
1569,,1,4,2,1,,2,1,2,,,,2,,1,,99,17,,1,,2,2,,,,,,,,,3,,,,1,,,,,1,1,3,,1,,11, ,1,1,,,,,1
4745,,1,4,2,2,,3,2,4,,,,1,,5,,2,65,,1,,2,2,,,,,,,,,3,,,,3,,,,,1,2,4,,1,,11, ,5,2,,,,,2
3219,,2,6,2,1,,2,2,5,,,,1,,1,,2,60,,1,,2,2,,,,,,,,,3,,,,3,,,,,1,2,3,,1,,11, ,3,1,,,,,2
3760,,1,4,2,1,,2,1,2,,,,2,,1,,1,60,,1,,1,2,,,,,,,,,3,,,,3,,,,,1,1,3,,1,,11, ,2,1,,,,,1
3739,,1,7,2,2,,3,4,4,,,,2,,1,,1,71,,2,,2,2,,,,,,,,,3,,,,2,,,,,1,3,98,,1,,11, ,2,1,,,,,3
1287,,1,5,2,1,,2,1,2,,,,2,,1,,2,50,,2,,2,2,,,,,,,,,3,,,,2,,,,,1,1,3,,1,,11, ,3,2,,,,,2
1459,,1,6,1,1,,2,3,4,,,,1,,1,,2,62,,1,,2,2,,,,,,,,,3,,,,3,,,,,1,3,98,,1,,11, ,3,1,,,,,3
953,,1,5,2,1,,2,1,2,,,,1,,2,,1,20,,1,,1,2,,,,,,,,,3,,,,5,,,,,1,2,3,,1,,11, ,3,1,,,,,3
2237,,2,5,1,1,,2,1,3,,,,1,,5,,2,60,,1,,2,2,,,,,,,,,3,,,,2,,,,,1,1,3,,1,,11, ,2,1,,,,,2
4190,,1,4,1,1,,2,2,3,,,,1,,1,,1,60,,1,,2,2,,,,,,,,,3,,,,3,,,,,1,2,3,,1,,11, ,4,1,,,,,2
3473,,2,3,2,1,,2,2,3,,,,2,,5,,1,60,,1,,1,2,,,,,,,,,3,,,,2,,,,,1,3,98,,1,,11, ,3,2,,,,,4
1924,,1,5,2,1,,2,1,2,,,,2,,7,,2,71,,1,,1,2,,,,,,,,,3,,,,1,,,,,1,1,3,,1,,11, ,2,1,,,,,1
3657,,2,5,2,2,,3,4,5,,,,1,,1,,99,73,,4,,2,2,,,,,,,,,3,,,,3,,,,,1,1,1,,1,,11, ,2,1,,,,,2
